Brand,Name,Picture,Year,Categorys,Note,,
Demeter Fragrance,Always Sexy,o.7719.jpg,,"[""fresh spicy"", ""warm spicy"", ""sweet"", ""honey"", ""vanilla"", ""yellow floral""]","[""Vanille"", ""Ginger"", ""Spices"", ""white honey"", ""Nutmeg"", ""Patchouli"", ""Ylang-Ylang"", ""Bergamot""]","[""0"", ""2"", ""0"", ""0"", ""1""]","[""0"", ""3"", ""0"", ""1""]"
Demeter Fragrance,Asian Pear,o.30756.jpg,2015,"[""fruity"", ""sweet"", ""aquatic"", ""fresh"", ""green""]","[""Pear""]","[""0"", ""1"", ""0"", ""0"", ""0""]","[""1"", ""0"", ""0"", ""2""]"
Demeter Fragrance,Baby Shampoo,o.37348.jpg,2016,null,null,"[""1"", ""1"", ""0"", ""0"", ""0""]","[""0"", ""0"", ""1"", ""1""]"
Demeter Fragrance,Baby s Head,o.30171.jpg,2015,"[""powdery""]","[""Powdery Notes""]","[""0"", ""2"", ""0"", ""0"", ""0""]","[""2"", ""0"", ""2"", ""2""]"
Demeter Fragrance,Banana Flambee EDT,o.2242.jpg,,"[""sweet"", ""fruity"", ""tropical"", ""woody"", ""green""]","[""Banana"", ""Cognac"", ""Sugar""]","[""0"", ""0"", ""1"", ""1"", ""0""]","[""0"", ""2"", ""0"", ""0""]"
Demeter Fragrance,Birthday Cake,o.8861.jpg,,"[""sweet"", ""cacao"", ""milky"", ""warm spicy"", ""floral"", ""vanilla""]","[""Mexican chocolate"", ""Sweet Notes"", ""Floral Notes"", ""Whipped cream"", ""Cupcake""]","[""1"", ""4"", ""2"", ""0"", ""0""]","[""3"", ""1"", ""0"", ""2""]"
Demeter Fragrance,Black Bamboo,o.17888.jpg,,"[""green"", ""fresh spicy"", ""woody"", ""earthy""]","[""Bamboo"", ""Green Leaves"", ""Ginger""]","[""0"", ""0"", ""2"", ""0"", ""0""]","[""1"", ""2"", ""0"", ""1""]"
Demeter Fragrance,Blood Lime,o.38651.jpg,2016,"[""citrus"", ""conifer"", ""fresh spicy"", ""sweet"", ""green"", ""sour""]","[""Blood Orange"", ""Lime""]","[""0"", ""0"", ""1"", ""0"", ""0""]","[""0"", ""0"", ""0"", ""2""]"
Demeter Fragrance,Bonfire,o.6943.jpg,2009,"[""woody"", ""sweet""]","[""Maple""]","[""0"", ""1"", ""4"", ""0"", ""0""]","[""3"", ""4"", ""2"", ""1""]"
Demeter Fragrance,Bourbon,o.8853.jpg,,"[""whiskey"", ""vanilla"", ""caramel"", ""warm spicy"", ""sweet""]","[""Whiskey"", ""Spices"", ""Vanille"", ""Caramel""]","[""1"", ""1"", ""0"", ""0"", ""2""]","[""0"", ""3"", ""0"", ""3""]"
Demeter Fragrance,Caipirinha,o.40371.jpg,2016,"[""citrus"", ""sweet"", ""conifer"", ""green"", ""sour"", ""vanilla""]","[""Lime"", ""Sugar Cane"", ""Liquor""]","[""0"", ""0"", ""1"", ""0"", ""0""]","[""0"", ""1"", ""0"", ""1""]"
Demeter Fragrance,Candy Cane Truffle,o.23284.jpg,2013,"[""sweet"", ""green"", ""cacao"", ""aromatic"", ""fresh spicy""]","[""Sweet Notes"", ""Mint"", ""Chocolate""]","[""0"", ""0"", ""0"", ""0"", ""0""]","[""2"", ""0"", ""0"", ""0""]"
Demeter Fragrance,Cannabis Flower,o.7770.jpg,,"[""smoky"", ""green"", ""herbal""]","[""cannabis""]","[""6"", ""7"", ""7"", ""1"", ""3""]","[""11"", ""10"", ""2"", ""4""]"
Demeter Fragrance,Cardamom,o.30757.jpg,2015,"[""warm spicy"", ""aromatic"", ""cinnamon"", ""soft spicy""]","[""Cardamom"", ""Cinnamon""]","[""0"", ""2"", ""1"", ""0"", ""0""]","[""2"", ""2"", ""0"", ""0""]"
Demeter Fragrance,Caribbean Sea,o.30754.jpg,2015,"[""marine"", ""aromatic"", ""salty""]","[""Sea water""]","[""0"", ""0"", ""0"", ""0"", ""1""]","[""0"", ""1"", ""1"", ""2""]"
Demeter Fragrance,Champagne Brut,o.8860.jpg,,"[""fruity"", ""aldehydic"", ""sweet"", ""citrus"", ""sour""]","[""Champagne"", ""Fruity Notes""]","[""0"", ""2"", ""1"", ""0"", ""1""]","[""2"", ""2"", ""1"", ""3""]"
Demeter Fragrance,Chipotle Pepper,o.29568.jpg,2015,"[""warm spicy"", ""fresh""]","[""Red Chilli Pepper""]","[""0"", ""0"", ""2"", ""0"", ""0""]","[""2"", ""0"", ""0"", ""0""]"
Demeter Fragrance,Chocolate Chip Cookie,o.7740.jpg,,"[""sweet"", ""cacao"", ""vanilla"", ""nutty"", ""woody""]","[""Mexican chocolate"", ""White Chocolate"", ""Vanille"", ""Sugar"", ""Wheat"", ""Walnut""]","[""2"", ""2"", ""1"", ""0"", ""0""]","[""0"", ""5"", ""1"", ""1""]"
Demeter Fragrance,Cinnamon Bark,o.8849.jpg,,"[""cinnamon"", ""warm spicy""]","[""Cinnamon""]","[""2"", ""0"", ""0"", ""0"", ""0""]","[""2"", ""2"", ""0"", ""3""]"
Demeter Fragrance,Cinnamon Toast,o.8850.jpg,,"[""cinnamon"", ""warm spicy"", ""savory"", ""nutty""]","[""Cinnamon"", ""Wheat""]","[""0"", ""0"", ""0"", ""1"", ""0""]","[""0"", ""1"", ""0"", ""0""]"
Demeter Fragrance,Clean Windows,o.19917.jpg,,null,null,"[""0"", ""0"", ""1"", ""0"", ""0""]","[""1"", ""1"", ""1"", ""4""]"
Demeter Fragrance,Cotton Candy,o.7743.jpg,,"[""sweet"", ""caramel"", ""powdery""]","[""Cotton Candy""]","[""2"", ""4"", ""1"", ""0"", ""2""]","[""3"", ""3"", ""0"", ""1""]"
Demeter Fragrance,Croquembouche,o.19920.jpg,,"[""sweet"", ""caramel"", ""milky"", ""nutty"", ""caramela"", ""gourmand""]","[""Nougat"", ""Caramel"", ""Custard""]","[""0"", ""0"", ""3"", ""1"", ""0""]","[""1"", ""4"", ""2"", ""1""]"
Demeter Fragrance,Daffodil,o.37370.jpg,,"[""green"", ""yellow floral"", ""aromatic"", ""floral"", ""herbal""]","[""Narcissus"", ""Green Notes""]","[""0"", ""0"", ""0"", ""0"", ""0""]","[""0"", ""1"", ""0"", ""0""]"
Demeter Fragrance,Dandelion,o.9143.jpg,,"[""green"", ""yellow floral"", ""sweet"", ""bitter"", ""powdery""]","[""Green Notes"", ""Dandelion""]","[""1"", ""1"", ""5"", ""0"", ""0""]","[""5"", ""1"", ""1"", ""2""]"
Demeter Fragrance,Dregs,o.19918.jpg,,"[""wine"", ""sweet"", ""fruity""]","[""Red wine"", ""Grapes""]","[""0"", ""2"", ""0"", ""0"", ""0""]","[""2"", ""1"", ""0"", ""0""]"
Demeter Fragrance,Dust,o.19919.jpg,,null,null,"[""3"", ""0"", ""0"", ""0"", ""0""]","[""1"", ""0"", ""1"", ""4""]"
Demeter Fragrance,Earl Grey Tea,o.4972.jpg,1996,"[""citrus"", ""green"", ""fresh spicy"", ""ozonic"", ""aromatic""]","[""Bergamot"", ""Black Tea""]","[""5"", ""3"", ""2"", ""0"", ""1""]","[""5"", ""3"", ""1"", ""2""]"
Demeter Fragrance,Earthworm,o.17909.jpg,,"[""earthy"", ""green""]","[""Soil tincture"", ""Green Leaves""]","[""4"", ""4"", ""2"", ""0"", ""0""]","[""6"", ""2"", ""1"", ""0""]"
Demeter Fragrance,Elvira s Vamp,o.19929.jpg,,"[""floral"", ""musky"", ""green"", ""woody"", ""vanilla"", ""sweet""]","[""Belladonna"", ""Orchid"", ""Tobacco blossom"", ""Maple"", ""Ivy"", ""Madagascar Vanilla"", ""Mandarin Orange"", ""White Musk""]","[""0"", ""0"", ""2"", ""2"", ""1""]","[""2"", ""5"", ""3"", ""2""]"
Demeter Fragrance,Fig Leaf,o.7781.jpg,,"[""green"", ""fresh"", ""woody"", ""fruity"", ""sweet""]","[""Fig Leaf"", ""Fig""]","[""4"", ""0"", ""5"", ""0"", ""0""]","[""4"", ""5"", ""2"", ""1""]"
Demeter Fragrance,First Kiss,o.39743.jpg,2016,"[""sweet"", ""floral"", ""aldehydic"", ""powdery"", ""citrus""]","[""Champagne"", ""Sugar"", ""Pansy""]","[""0"", ""0"", ""0"", ""0"", ""0""]","[""1"", ""1"", ""1"", ""1""]"
Demeter Fragrance,First Love,o.30042.jpg,2015,"[""white floral"", ""rose"", ""floral"", ""aquatic"", ""citrus""]","[""Lemon"", ""Honeysuckle"", ""Jasmine"", ""Lotus"", ""White Rose""]","[""1"", ""2"", ""2"", ""0"", ""1""]","[""3"", ""3"", ""0"", ""0""]"
Demeter Fragrance,First Response Boston,o.18380.jpg,2013,null,null,"[""0"", ""0"", ""0"", ""1"", ""0""]","[""0"", ""1"", ""1"", ""2""]"
Demeter Fragrance,Frankincense,o.30758.jpg,2015,"[""balsamic"", ""smoky"", ""warm spicy"", ""woody""]","[""Incense""]","[""2"", ""1"", ""0"", ""0"", ""0""]","[""2"", ""1"", ""4"", ""0""]"
Demeter Fragrance,Frozen Pond,o.19921.jpg,,"[""aquatic"", ""earthy"", ""fresh"", ""watery""]","[""Water Notes"", ""Soil tincture""]","[""0"", ""2"", ""0"", ""1"", ""0""]","[""0"", ""1"", ""0"", ""0""]"
Demeter Fragrance,Funeral Home,o.8018.jpg,,"[""floral"", ""warm spicy"", ""white floral"", ""aromatic"", ""green"", ""herbal""]","[""Lily"", ""Carnation"", ""Gladiolus"", ""Chrysanthemum"", ""Grass"", ""Mahogany"", ""Oriental notes""]","[""7"", ""5"", ""4"", ""0"", ""1""]","[""3"", ""16"", ""5"", ""5""]"
Demeter Fragrance,Giant Sequoia,o.4793.jpg,2008,"[""woody"", ""warm spicy""]","[""Sequoia""]","[""0"", ""1"", ""3"", ""1"", ""0""]","[""0"", ""4"", ""0"", ""1""]"
Demeter Fragrance,Ginseng Root,o.7774.jpg,,"[""green"", ""herbal""]","[""Ginseng""]","[""0"", ""0"", ""0"", ""0"", ""0""]","[""0"", ""0"", ""0"", ""0""]"
Demeter Fragrance,Glue,o.19922.jpg,,"[""industrial glue""]","[""Industrial glue""]","[""2"", ""0"", ""1"", ""0"", ""0""]","[""0"", ""1"", ""0"", ""2""]"
Demeter Fragrance,Grapefruit Tea,o.17913.jpg,,"[""citrus"", ""green"", ""fresh"", ""ozonic"", ""fresh spicy""]","[""Grapefruit"", ""Tea""]","[""4"", ""0"", ""1"", ""0"", ""0""]","[""3"", ""0"", ""0"", ""0""]"
Demeter Fragrance,Green Tea,o.7769.jpg,,"[""green"", ""ozonic"", ""fresh"", ""fresh spicy""]","[""Tea""]","[""4"", ""0"", ""2"", ""0"", ""0""]","[""3"", ""2"", ""2"", ""0""]"
Demeter Fragrance,Greenhouse,o.17903.jpg,,"[""floral"", ""green""]","[""Floral Notes"", ""Green Notes""]","[""2"", ""0"", ""0"", ""0"", ""0""]","[""2"", ""0"", ""0"", ""0""]"
Demeter Fragrance,Hershey s Milk Chocolate Kisses,o.7729.jpg,,"[""cacao"", ""sweet"", ""milky"", ""warm spicy"", ""animalic""]","[""Mexican chocolate"", ""Milk""]","[""2"", ""2"", ""1"", ""0"", ""0""]","[""4"", ""0"", ""4"", ""1""]"
Demeter Fragrance,Hershey s Special Dark,o.7730.jpg,,"[""cacao"", ""sweet"", ""warm spicy""]","[""Mexican chocolate""]","[""0"", ""0"", ""3"", ""0"", ""0""]","[""0"", ""6"", ""3"", ""0""]"
Demeter Fragrance,Honeydew Melon,o.17896.jpg,,"[""ozonic"", ""aquatic"", ""fresh"", ""fruity"", ""watery""]","[""Melon""]","[""0"", ""1"", ""2"", ""0"", ""0""]","[""1"", ""1"", ""0"", ""0""]"
Demeter Fragrance,Hot Toddy,o.17907.jpg,,"[""warm spicy"", ""citrus"", ""cinnamon"", ""rum"", ""fresh spicy""]","[""Rum"", ""Lemon"", ""Cinnamon"", ""Nutmeg""]","[""0"", ""0"", ""0"", ""1"", ""0""]","[""1"", ""0"", ""0"", ""0""]"
Demeter Fragrance,HOTKISS Double Trouble,o.4975.jpg,2007,"[""sweet"", ""caramel"", ""powdery""]","[""Cotton Candy""]","[""0"", ""0"", ""2"", ""0"", ""0""]","[""0"", ""2"", ""0"", ""1""]"
Demeter Fragrance,HOTKISS Girly Girl,o.4974.jpg,2007,"[""sweet"", ""tropical"", ""fruity"", ""vanilla"", ""coconut"", ""floral""]","[""Pineapple"", ""Vanilla orchid"", ""Vanilla Pod"", ""Coconut"", ""Hibiscus leaves""]","[""0"", ""0"", ""2"", ""1"", ""1""]","[""1"", ""0"", ""1"", ""0""]"
Demeter Fragrance,HOTKISS Heart Breaker,o.4976.jpg,2007,"[""fresh spicy"", ""white floral"", ""citrus"", ""amber"", ""woody"", ""powdery""]","{""middle"": [""Jasmine"", ""Cloves"", ""Neroli""], ""base"": [""Sandalwood"", ""Amber""], ""top"": [""Apricot"", ""Ginger"", ""Bergamot""]}","[""0"", ""0"", ""2"", ""0"", ""0""]","[""0"", ""2"", ""0"", ""0""]"
Demeter Fragrance,HOTKISS Sugar Addict,o.4977.jpg,2007,"[""sweet"", ""vanilla"", ""powdery"", ""soft spicy"", ""woody""]","[""Sugar"", ""Vanilla""]","[""0"", ""0"", ""0"", ""0"", ""0""]","[""0"", ""1"", ""1"", ""1""]"
Demeter Fragrance,HOTKISS Sweet Talker,o.4978.jpg,2007,"[""vanilla"", ""woody"", ""sweet"", ""powdery"", ""soft spicy""]","[""Maple"", ""Vanilla""]","[""1"", ""0"", ""1"", ""1"", ""0""]","[""2"", ""0"", ""0"", ""0""]"
Demeter Fragrance,Humidor,o.19923.jpg,,"[""tobacco"", ""sweet"", ""whiskey"", ""fruity"", ""herbal""]","[""Tobacco""]","[""1"", ""1"", ""1"", ""0"", ""0""]","[""1"", ""1"", ""0"", ""0""]"
Demeter Fragrance,Iris,o.17921.jpg,,"[""powdery"", ""floral"", ""woody""]","[""iris""]","[""0"", ""2"", ""1"", ""0"", ""0""]","[""1"", ""1"", ""0"", ""1""]"
Demeter Fragrance,Irish Cream,o.30327.jpg,2015,"[""sweet"", ""vanilla"", ""caramel"", ""whiskey"", ""cacao"", ""milky""]","[""Whiskey"", ""Whipped cream"", ""Cacao"", ""Vanilla"", ""Caramel"", ""Sugar""]","[""0"", ""1"", ""2"", ""0"", ""1""]","[""1"", ""3"", ""0"", ""1""]"
Demeter Fragrance,Ivy,o.17871.jpg,,"[""green"", ""fresh"", ""ozonic"", ""woody""]","[""Ivy""]","[""0"", ""1"", ""0"", ""0"", ""0""]","[""1"", ""0"", ""0"", ""0""]"
Demeter Fragrance,Jelly Belly Blueberry Muffin,o.7699.jpg,,"[""sweet"", ""fruity"", ""vanilla"", ""savory"", ""smoky"", ""powdery""]","[""Blueberry"", ""Vanille"", ""Sugar"", ""Sweet Notes"", ""Popocorn""]","[""0"", ""1"", ""4"", ""0"", ""0""]","[""0"", ""2"", ""1"", ""1""]"
Demeter Fragrance,Jelly Belly Fruit Salad,o.7701.jpg,,"[""fruity"", ""sweet"", ""citrus"", ""aquatic"", ""fresh""]","[""Peach"", ""Tangerine"", ""Pear"", ""Raspberry""]","[""0"", ""0"", ""0"", ""0"", ""0""]","[""0"", ""1"", ""0"", ""1""]"
Demeter Fragrance,Jelly Belly Hot Fudge Sundae,o.7700.jpg,,"[""sweet"", ""cacao"", ""vanilla"", ""warm spicy"", ""cherry""]","[""Mexican chocolate"", ""Sweet Notes"", ""Vanille"", ""Cherry""]","[""1"", ""1"", ""2"", ""1"", ""1""]","[""2"", ""1"", ""1"", ""5""]"
Demeter Fragrance,Jelly Belly Mango Pineapple Salsa,o.7703.jpg,,"[""fruity"", ""sweet"", ""tropical"", ""warm spicy"", ""fresh""]","[""Paprika"", ""Pineapple"", ""Mango""]","[""0"", ""0"", ""0"", ""0"", ""0""]","[""0"", ""1"", ""0"", ""1""]"
Demeter Fragrance,Jelly Belly Sugar and Spice,o.7698.jpg,,"[""warm spicy"", ""sweet"", ""cinnamon"", ""fresh"", ""vanilla""]","[""Cinnamon"", ""Paprika"", ""Sugar"", ""Sweet Notes""]","[""0"", ""0"", ""4"", ""0"", ""0""]","[""0"", ""3"", ""2"", ""1""]"
Demeter Fragrance,Jelly Belly Wild Blackberry Peach Cobbler,o.7702.jpg,,"[""fruity"", ""sweet"", ""sour"", ""citrus"", ""powdery""]","{""middle"": [""Blackberry""], ""base"": [""Peach""], ""top"": [""Amalfi Lemon""]}","[""0"", ""1"", ""1"", ""0"", ""0""]","[""1"", ""2"", ""0"", ""3""]"
Demeter Fragrance,Jolly Rancher New Green Apple,o.7733.jpg,,"[""fruity"", ""fresh"", ""green"", ""sour"", ""fresh spicy""]","[""Granny Smith apple""]","[""0"", ""0"", ""0"", ""0"", ""0""]","[""0"", ""1"", ""0"", ""2""]"
Demeter Fragrance,Jolly Rancher Smooth Watermelon,o.7732.jpg,,"[""ozonic"", ""aquatic"", ""fruity"", ""watery""]","[""Watermelon""]","[""0"", ""2"", ""0"", ""0"", ""0""]","[""0"", ""1"", ""1"", ""1""]"
Demeter Fragrance,Kahala Hawaiian Surf,o.8867.jpg,,"[""marine"", ""salty"", ""aromatic""]","[""Sea water"", ""Salt""]","[""1"", ""5"", ""1"", ""0"", ""0""]","[""6"", ""1"", ""0"", ""3""]"
Demeter Fragrance,Lavender Martini,o.7717.jpg,,"[""citrus"", ""sweet"", ""aromatic"", ""fresh spicy"", ""floral""]","[""Lavender"", ""Martini"", ""Orange"", ""Sweet Notes"", ""white honey"", ""Sugar"", ""Vodka""]","[""1"", ""2"", ""1"", ""1"", ""0""]","[""4"", ""2"", ""3"", ""1""]"
Demeter Fragrance,Lemon Meringue,o.28050.jpg,2014,"[""citrus"", ""vanilla"", ""green"", ""aromatic"", ""fresh"", ""sour""]","[""Lemon"", ""Vanilla""]","[""0"", ""1"", ""1"", ""0"", ""0""]","[""1"", ""0"", ""3"", ""2""]"
Demeter Fragrance,Lime,o.17881.jpg,,"[""citrus"", ""conifer"", ""green"", ""sour"", ""sweet""]","[""Lime""]","[""1"", ""1"", ""0"", ""0"", ""0""]","[""2"", ""0"", ""0"", ""0""]"
Demeter Fragrance,Linden,o.8864.jpg,,"[""floral"", ""sweet"", ""honey"", ""powdery""]","[""Lime (Linden) Blossom""]","[""1"", ""5"", ""1"", ""0"", ""2""]","[""4"", ""6"", ""0"", ""0""]"
Demeter Fragrance,Linen,o.30753.jpg,2015,"[""floral"", ""nutty"", ""animalic"", ""savory""]","[""Flax""]","[""0"", ""0"", ""2"", ""0"", ""0""]","[""0"", ""1"", ""0"", ""0""]"
Demeter Fragrance,Log Cabin,o.40226.jpg,,"[""woody"", ""earthy"", ""powdery"", ""mossy""]","[""Texas Cedar"", ""Virginia Cedar"", ""Oakmoss""]","[""0"", ""0"", ""0"", ""0"", ""0""]","[""0"", ""1"", ""0"", ""0""]"
Demeter Fragrance,Lotus Flower,o.26008.jpg,2014,"[""aquatic"", ""floral"", ""green"", ""ozonic"", ""fresh""]","[""Lotus"", ""Water Notes"", ""Green Notes""]","[""0"", ""0"", ""0"", ""0"", ""1""]","[""0"", ""0"", ""0"", ""0""]"
Demeter Fragrance,Maple Syrup,o.17895.jpg,,"[""sweet"", ""fruity"", ""woody""]","[""Maple sap""]","[""0"", ""0"", ""1"", ""0"", ""0""]","[""2"", ""1"", ""0"", ""0""]"
Demeter Fragrance,Marshmallow,o.7755.jpg,,"[""sweet"", ""powdery"", ""vanilla"", ""soft spicy"", ""woody""]","[""Marshmallow"", ""Vanille""]","[""2"", ""2"", ""4"", ""2"", ""0""]","[""8"", ""5"", ""1"", ""0""]"
Demeter Fragrance,Martini,o.15630.jpg,,"[""citrus"", ""alcohol"", ""martini""]","[""Martini""]","[""0"", ""0"", ""0"", ""0"", ""0""]","[""0"", ""0"", ""1"", ""0""]"
Demeter Fragrance,Moonbeam,o.16064.jpg,2012,"[""amber"", ""white floral"", ""woody"", ""green"", ""animalic""]","[""Green Leaves"", ""Lily-of-the-Valley"", ""Jasmine"", ""Amber"", ""Woody Notes""]","[""1"", ""3"", ""5"", ""0"", ""1""]","[""7"", ""5"", ""1"", ""4""]"
Demeter Fragrance,Mountain Air,o.30326.jpg,2015,null,null,"[""0"", ""0"", ""0"", ""0"", ""1""]","[""0"", ""0"", ""2"", ""3""]"
Demeter Fragrance,Necco Sweethearts Be My Valentine,o.7705.jpg,,"[""caramel"", ""sweet"", ""yellow floral"", ""fruity"", ""green""]","[""Peach"", ""Strawberry Leaf"", ""Caramel"", ""Ylang-Ylang""]","[""0"", ""0"", ""1"", ""0"", ""0""]","[""0"", ""1"", ""0"", ""1""]"
Demeter Fragrance,Necco Sweethearts Call Me,o.7707.jpg,,"[""white floral"", ""rose"", ""floral"", ""citrus"", ""aquatic""]","[""Amalfi Lemon"", ""Jasmine"", ""Honeysuckle"", ""Lotus"", ""tincture of rose""]","[""0"", ""0"", ""0"", ""0"", ""0""]","[""0"", ""0"", ""0"", ""0""]"
Demeter Fragrance,Necco Sweethearts Love Me,o.7706.jpg,,"[""citrus"", ""vanilla"", ""sweet"", ""rose"", ""yellow floral""]","[""Orange"", ""Amalfi Lemon"", ""Bergamot"", ""Peach"", ""tincture of rose"", ""Ylang-Ylang"", ""Musk"", ""Vanille""]","[""0"", ""0"", ""0"", ""0"", ""0""]","[""0"", ""0"", ""0"", ""0""]"
Demeter Fragrance,Neroli,o.17905.jpg,,"[""white floral"", ""citrus"", ""narcotic"", ""fresh"", ""floral"", ""fresh spicy""]","[""Neroli""]","[""1"", ""1"", ""4"", ""0"", ""0""]","[""4"", ""1"", ""2"", ""1""]"
Demeter Fragrance,Never Lonely,o.7721.jpg,,"[""fresh spicy"", ""cacao"", ""sweet"", ""vanilla"", ""warm spicy""]","[""Mexican chocolate"", ""Vanille"", ""Pepper"", ""Nutmeg""]","[""0"", ""0"", ""1"", ""0"", ""0""]","[""1"", ""2"", ""0"", ""3""]"
Demeter Fragrance,New Baby,o.30325.jpg,2015,null,null,"[""2"", ""0"", ""1"", ""1"", ""1""]","[""2"", ""2"", ""0"", ""2""]"
Demeter Fragrance,New Balls,o.39571.jpg,2016,null,null,"[""0"", ""0"", ""0"", ""0"", ""0""]","[""0"", ""0"", ""0"", ""1""]"
Demeter Fragrance,New Zealand,o.7785.jpg,,"[""green"", ""fresh"", ""aquatic"", ""marine"", ""aromatic""]","[""Green Notes"", ""Grass"", ""Woodsy Notes"", ""Soil tincture"", ""Sea water"", ""Water Notes""]","[""1"", ""7"", ""4"", ""0"", ""1""]","[""10"", ""2"", ""2"", ""2""]"
Demeter Fragrance,Nutmeg Ice Cream,o.36195.jpg,2016,"[""fresh spicy"", ""sweet"", ""vanilla"", ""warm spicy""]","[""Nutmeg"", ""Ice cream"", ""Sugar""]","[""0"", ""0"", ""0"", ""0"", ""0""]","[""0"", ""1"", ""0"", ""0""]"
Demeter Fragrance,Ocean,o.14709.jpg,,"[""marine"", ""salty"", ""aromatic"", ""sand""]","[""Sea water"", ""Sand"", ""Salt""]","[""4"", ""4"", ""2"", ""0"", ""0""]","[""11"", ""2"", ""0"", ""0""]"
Demeter Fragrance,Orchid,o.17877.jpg,,"[""floral"", ""sweet"", ""powdery""]","[""Orchid""]","[""0"", ""0"", ""0"", ""0"", ""0""]","[""0"", ""0"", ""0"", ""0""]"
Demeter Fragrance,Passion Fruit,o.17876.jpg,,"[""tropical"", ""fruity"", ""sweet"", ""fresh"", ""sour""]","[""Passionfruit""]","[""1"", ""0"", ""0"", ""0"", ""0""]","[""0"", ""0"", ""0"", ""0""]"
Demeter Fragrance,Persimmon,o.17879.jpg,,"[""sweet"", ""fruity"", ""aquatic""]","[""Persimmon""]","[""0"", ""0"", ""0"", ""0"", ""0""]","[""0"", ""0"", ""0"", ""1""]"
Demeter Fragrance,Pineapple,o.7784.jpg,,"[""sweet"", ""fruity"", ""tropical"", ""fresh""]","[""Pineapple""]","[""2"", ""4"", ""4"", ""4"", ""0""]","[""4"", ""9"", ""0"", ""0""]"
Demeter Fragrance,Pink Grapefruit,o.6890.jpg,2009,"[""citrus"", ""fresh"", ""fresh spicy"", ""bitter"", ""aldehydic""]","[""Grapefruit""]","[""4"", ""0"", ""0"", ""0"", ""1""]","[""3"", ""0"", ""0"", ""1""]"
Demeter Fragrance,Pink Lemonade,o.7780.jpg,,"[""citrus"", ""sweet"", ""aquatic"", ""fresh"", ""green"", ""woody""]","[""Amalfi Lemon"", ""Water Notes"", ""Sugar"", ""Grenadine""]","[""0"", ""2"", ""0"", ""0"", ""1""]","[""3"", ""0"", ""0"", ""1""]"
Demeter Fragrance,Pistachio Ice Cream,o.26382.jpg,2014,"[""woody"", ""nutty"", ""green"", ""savory"", ""smoky""]","[""Pistachio"", ""Ice cream""]","[""2"", ""2"", ""3"", ""1"", ""1""]","[""3"", ""5"", ""5"", ""3""]"
Demeter Fragrance,Pixie Dust,o.21469.jpg,2013,"[""sweet"", ""fruity"", ""sour"", ""vanilla""]","[""Fruity Notes"", ""Sugar""]","[""1"", ""1"", ""2"", ""1"", ""0""]","[""2"", ""0"", ""0"", ""2""]"
Demeter Fragrance,Pizza,o.22207.jpg,2013,"[""aromatic"", ""fresh spicy"", ""green"", ""herbal""]","[""Tomato"", ""Oregano"", ""Cheese""]","[""2"", ""2"", ""1"", ""2"", ""1""]","[""3"", ""4"", ""0"", ""4""]"
Demeter Fragrance,Plantain,o.30755.jpg,2015,"[""fruity"", ""sweet"", ""tropical"", ""green""]","[""Banana""]","[""0"", ""0"", ""0"", ""0"", ""0""]","[""0"", ""1"", ""0"", ""0""]"
Demeter Fragrance,Plum Blossom,o.12274.jpg,2011,"[""floral"", ""fresh"", ""fruity""]","[""Plum Blossom""]","[""2"", ""0"", ""0"", ""0"", ""0""]","[""0"", ""0"", ""1"", ""0""]"
Demeter Fragrance,Pomegranate,o.15601.jpg,,"[""woody"", ""fruity"", ""fresh spicy"", ""sour"", ""bitter""]","[""Pomegranate""]","[""0"", ""1"", ""1"", ""0"", ""0""]","[""0"", ""1"", ""0"", ""0""]"
Demeter Fragrance,Provence Meadow,o.25475.jpg,2014,"[""fresh spicy"", ""aromatic"", ""herbal"", ""fresh"", ""soft spicy""]","[""Fennel"", ""Basil"", ""Rosemary"", ""Lavender"", ""Thyme""]","[""0"", ""1"", ""0"", ""0"", ""0""]","[""2"", ""0"", ""0"", ""0""]"
Demeter Fragrance,Raspberry,o.39744.jpg,2016,"[""sweet"", ""fruity"", ""citrus"", ""woody"", ""sour"", ""fresh""]","[""Citruses"", ""Raspberry""]","[""0"", ""0"", ""0"", ""0"", ""0""]","[""0"", ""0"", ""1"", ""0""]"
Demeter Fragrance,Reese s Peanut Butter Cups,o.7731.jpg,,"[""cacao"", ""sweet"", ""warm spicy""]","[""Mexican chocolate""]","[""0"", ""0"", ""0"", ""0"", ""0""]","[""1"", ""0"", ""3"", ""0""]"
Demeter Fragrance,Rubber,o.19924.jpg,,null,null,"[""0"", ""0"", ""0"", ""0"", ""1""]","[""0"", ""0"", ""0"", ""0""]"
Demeter Fragrance,Saffron,o.41475.jpg,2016,"[""warm spicy"", ""leather"", ""tobacco""]","[""Saffron""]","[""0"", ""0"", ""0"", ""0"", ""0""]","[""0"", ""0"", ""0"", ""0""]"
Demeter Fragrance,Saltwater Taffy,o.20847.jpg,2013,"[""aquatic"", ""sweet"", ""vanilla"", ""fresh"", ""salty""]","[""Sugar"", ""Corn Silk"", ""Water Notes"", ""Salt"", ""Vanilla"", ""Caramel""]","[""0"", ""0"", ""4"", ""0"", ""0""]","[""3"", ""0"", ""1"", ""1""]"
Demeter Fragrance,Sandalwood,o.17925.jpg,,"[""woody"", ""balsamic"", ""powdery"", ""warm spicy""]","[""Sandalwood""]","[""4"", ""1"", ""1"", ""1"", ""0""]","[""2"", ""5"", ""2"", ""4""]"
